id,attribut,valeur,ref,impactprix,impactpoids
36,"Taille:select:1, Couleur:select:0","40x34 (x48):1,Crystal:0",159211,10,40
36,"Taille:select:1, Couleur:select:0","50x42 (x28):1,Crystal:0",159212,0,0
37,"Taille:select:1, Couleur:select:0","38x16 (x150):1,Crystal:0",159040,0,0
38,"Taille:select:1, Couleur:select:0","18x7.5 (x1620):1,Crystal:0",159213,692,3192
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Antique Green:0",207943,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Blue Violet:0",941297,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Bordeaux:0",661906,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Crystal:0",159214,43,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Dark Sapphire:0",943313,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Jet:0",624856,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Light Peridot:0",686085,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Light Topaz:0",247741,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Medium Sapphire:0",182808,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Rosaline:0",178664,99,624
38,"Taille:select:1, Couleur:select:0","40x11 (x336):1,Topaz:0",941296,99,288
38,"Taille:select:1, Couleur:select:0","50x14 (x150):1,Crystal:0",159215,0,102
38,"Taille:select:1, Couleur:select:0","63x13 (x150):1,Crystal:0",159216,112,252
38,"Taille:select:1, Couleur:select:0","100x20 (x48):1,Crystal:0",159217,51,0
39,"Taille:select:1, Couleur:select:0","38x14 (x288):1,Crystal:0",159052,0,396
39,"Taille:select:1, Couleur:select:0","63x21 (x90):1,Crystal:0",159220,112,0
40,"Taille:select:1, Couleur:select:0","20x12 (x600):1,Crystal:0",158737,0,0
41,"Taille:select:1, Couleur:select:0","63x16 (x125):1,Crystal:0",159222,154,202
41,"Taille:select:1, Couleur:select:0","76x20 (x48):1,Crystal:0",159223,0,0
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Antique Green:0",207946,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Blue Violet:0",687225,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Bordeaux:0",844235,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Crystal:0",159224,449,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Dark Sapphire:0",943314,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Emerald:0",844240,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Jet:0",621615,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Light Peridot:0",686089,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Light Topaz:0",941301,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Medium Sapphire:0",182801,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Rosaline:0",168696,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Silk:0",5039179,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Topaz:0",652323,556,798
42,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Violet:0",844290,556,798
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Antique Green:0",207947,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Blue Violet:0",627116,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Bordeaux:0",661914,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Crystal:0",159139,251,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Dark Sapphire:0",943315,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Emerald:0",844241,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Jet:0",297008,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Light Peridot:0",686090,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Light Topaz:0",249530,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Medium Sapphire:0",182802,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Rosaline:0",168695,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Silk:0",5039180,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Topaz:0",627132,320,382
42,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Violet:0",844291,320,382
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Antique Green:0",207948,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Blue Violet:0",627115,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Bordeaux:0",844236,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Crystal:0",159023,99,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Dark Sapphire:0",1002766,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Emerald:0",941298,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Jet:0",621616,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Light Peridot:0",652377,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Light Topaz:0",249531,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Medium Sapphire:0",182313,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Rosaline:0",165199,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Silk:0",5039181,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Topaz:0",626242,141,142
42,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Violet:0",941300,141,142
42,"Taille:select:1, Couleur:select:0","63x37 (x45):1,Crystal:0",159225,154,133
42,"Taille:select:1, Couleur:select:0","63x37 (x45):1,Jet:0",660054,207,133
42,"Taille:select:1, Couleur:select:0","63x37 (x45):1,Rosaline:0",170013,207,133
42,"Taille:select:1, Couleur:select:0","63x37 (x45):1,Topaz:0",693312,207,88
42,"Taille:select:1, Couleur:select:0","76x44 (x30):1,Crystal:0",159226,165,88
42,"Taille:select:1, Couleur:select:0","89x52 (x21):1,Crystal:0",196214,124,61
42,"Taille:select:1, Couleur:select:0","100x58 (x12):1,Crystal:0",5079537,110,22
42,"Taille:select:1, Couleur:select:0","125x73 (x6):1,Crystal:0",287422,121,10
42,"Taille:select:1, Couleur:select:0","150x88 (x2):1,Crystal:0",5079538,0,0
42,"Taille:select:1, Couleur:select:0","175x102 (x2):1,Crystal:0",5290983,166,0
43,"Taille:select:1, Couleur:select:0","28x17 (x400):1,Crystal:0",159227,350,740
43,"Taille:select:1, Couleur:select:0","38x22 (x192):1,Crystal:0",159228,152,324
43,"Taille:select:1, Couleur:select:0","50x29 (x72):1,Crystal:0",159042,0,84
43,"Taille:select:1, Couleur:select:0","63x37 (x45):1,Crystal:0",159229,55,30
43,"Taille:select:1, Couleur:select:0","76x44 (x30):1,Crystal:0",159230,66,0
44,"Taille:select:1, Couleur:select:0","38x25 (x224):1,Crystal:0",159231,354,652
44,"Taille:select:1, Couleur:select:0","50x34 (x90):1,Crystal:0",159232,264,250
44,"Taille:select:1, Couleur:select:0","63x43 (x45):1,Crystal:0",159233,211,115
44,"Taille:select:1, Couleur:select:0","76x52 (x24):1,Crystal:0",1102054,94,28
44,"Taille:select:1, Couleur:select:0","89x60 (x10):1,Crystal:0",1102155,0,0
45,"Taille:select:1, Couleur:select:0","38x22 (x224):1,Crystal:0",159901,160,268
45,"Taille:select:1, Couleur:select:0","50x29 (x90):1,Crystal:0",159902,0,0
46,"Taille:select:1, Couleur:select:0","38x22 (x224):1,Crystal:0",159692,160,268
46,"Taille:select:1, Couleur:select:0","50x29 (x90):1,Crystal:0",159903,0,0
47,"Taille:select:1, Couleur:select:0","50x31 (x126):1,Crystal:0",160447,0,0
48,"Taille:select:1, Couleur:select:0","50x31 (x126):1,Crystal:0",5279218,0,0
49,"Taille:select:1, Couleur:select:0","28x14 (x300):1,Crystal:0",678514,161,204
49,"Taille:select:1, Couleur:select:0","40x21 (x96):1,Crystal:0",678518,0,0
49,"Taille:select:1, Couleur:select:0","40x21 (x96):1,Arctic White:0",5284398,39,0
50,"Taille:select:1, Couleur:select:0","30 (x175):1,Crystal:0",160330,0,0
51,"Taille:select:1, Couleur:select:0","38x27 (x256):1,Crystal:0",159236,319,764
51,"Taille:select:1, Couleur:select:0","50x35 (x120):1,Crystal:0",159025,234,236
51,"Taille:select:1, Couleur:select:0","63x43 (x50):1,Crystal:0",159014,104,96
51,"Taille:select:1, Couleur:select:0","63x43 (x50):1,Jet:0",250345,147,96
51,"Taille:select:1, Couleur:select:0","76x52 (x40):1,Crystal:0",159237,178,116
51,"Taille:select:1, Couleur:select:0","76x52 (x40):1,Jet:0",600860,235,116
51,"Taille:select:1, Couleur:select:0","89x62 (x21):1,Crystal:0",159238,146,38
51,"Taille:select:1, Couleur:select:0","100x70 (x12):1,Crystal:0",159239,107,8
51,"Taille:select:1, Couleur:select:0","114x79 (x12):1,Crystal:0",159240,171,20
51,"Taille:select:1, Couleur:select:0","140x97 (x4):1,Crystal:0",287413,0,0
52,"Taille:select:1, Couleur:select:0","76x50 (x50):1,Crystal:0",159246,121,132
52,"Taille:select:1, Couleur:select:0","89x59 (x18):1,Crystal:0",159247,0,0
53,"Taille:select:1, Couleur:select:0","50x39 (x36):1,Crystal:0",5034021,7,24
53,"Taille:select:1, Couleur:select:0","63x51 (x30):1,Crystal:0",5034022,34,48
53,"Taille:select:1, Couleur:select:0","63x51 (x30):1,Jet:0",5036880,63,48
53,"Taille:select:1, Couleur:select:0","63x51 (x30):1,Silk:0",5039195,63,18
53,"Taille:select:1, Couleur:select:0","76x61 (x21):1,Crystal:0",5034023,60,51
53,"Taille:select:1, Couleur:select:0","76x61 (x21):1,Jet:0",5036881,94,51
53,"Taille:select:1, Couleur:select:0","76x61 (x21):1,Silk:0",5039196,94,30
53,"Taille:select:1, Couleur:select:0","89x72 (x8):1,Crystal:0",5034024,0,4
53,"Taille:select:1, Couleur:select:0","89x72 (x8):1,Jet:0",5036882,22,4
53,"Taille:select:1, Couleur:select:0","100x81 (x6):1,Crystal:0",5034025,12,0
54,"Taille:select:1, Couleur:select:0","50x30 (x90):1,Crystal:0",159250,44,178
54,"Taille:select:1, Couleur:select:0","63x37 (x60):1,Crystal:0",159251,42,118
54,"Taille:select:1, Couleur:select:0","76x44 (x40):1,Crystal:0",969542,39,78
54,"Taille:select:1, Couleur:select:0","89x52 (x21):1,Crystal:0",969541,14,40
54,"Taille:select:1, Couleur:select:0","100x59 (x18):1,Crystal:0",193125,100,34
54,"Taille:select:1, Couleur:select:0","150x88 (x6):1,Crystal:0",159963,0,10
54,"Taille:select:1, Couleur:select:0","175x102 (x2):1,Crystal:0",5290982,94,0
