id,attribut,valeur,ref,ean13,impactprix,impactpoids
18,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 76,0X 20,0 (x48):0,CRYSTAL:1,:2",159223,9003141592237,0,0
19,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 38,0X 16,0 (x150):0,CRYSTAL:1,:2",159040,9003141590400,0,0
20,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 20,0X 12,0 (x600):0,CRYSTAL:1,:2",158737,9003141587370,0,0
21,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 63,0X 37,0 (x45):0,CRYSTAL:1,LILAC:2",5039044,9009650390449,193,0.54
21,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 38,0X 22,0 (x192):0,CRYSTAL:1,LILAC:2",5039049,9009650390494,302,-0.024
21,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 50,0X 29,0 (x72):0,CRYSTAL:1,LILAC:2",5039052,9009650390524,129,0.072
21,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 38,0X 22,0 (x192):0,BORDEAUX:1,:2",661914,9003146619144,320,-0.024
21,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 28,0X 17,0 (x400):0,SILK:1,:2",5039179,9009650391798,556,-0.52
21,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 28,0X 17,0 (x400):0,EMER:1,:2",844240,9003148442405,556,-0.12
21,"Taille:select:0, Couleur:select:1, Effet:select:2","MM 63,0X 37,0 (x45):0,TOP:1,:2",693312,9003146933127,207,-0.09
