id,attribut,valeur,ref,impactprix,impactpoids,qtt
24,"Taille:select:1, Couleur:select:2","75 (x12):1,Crystal Silver Glaze:2",5101417,41,0,10
24,"Taille:select:1, Couleur:select:2","90 (x9):1,Crystal Silver Glaze:2",5101418,34,0.389,10
24,"Taille:select:1, Couleur:select:2","110 (x6):1,Crystal Silver Glaze:2",5101416,51,0.674,10
25,"Taille:select:1, Couleur:select:2","50 (x12):1,Crystal :2",159524,0,0,10
25,"Taille:select:1, Couleur:select:2","50 (x12):1,Crystal :2",159486,0,0,10
26,"Taille:select:1, Couleur:select:2","40x39 (x20):1,Crystal :2",159487,0,0,10
27,"Taille:select:1, Couleur:select:2","80 (x4):1,Crystal :2",160444,0,0,10
28,"Taille:select:1, Couleur:select:2","55 (x36):1,Crystal :2",159525,0,0.22,10
28,"Taille:select:1, Couleur:select:2","55 (x36):1,Crystal :2",159490,0,0,10
29,"Taille:select:1, Couleur:select:2","175 (x1):1,Crystal :2",5256819,0,0,10
30,"Taille:select:1, Couleur:select:2","12 (x26):1,Crystal :2",265953,371.9,1.159,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal :2",265954,230.9,1.577,10
30,"Taille:select:1, Couleur:select:2","16 (x1):1,Crystal :2",265955,227.9,0.75,10
30,"Taille:select:1, Couleur:select:2","18 (x600):1,Crystal :2",265966,156.9,0.36,10
30,"Taille:select:1, Couleur:select:2","20 (x420):1,Crystal :2",265970,133.9,0.42,10
30,"Taille:select:1, Couleur:select:2","22 (x350):1,Crystal :2",265971,152.9,0.66,10
30,"Taille:select:1, Couleur:select:2","24 (x300):1,Crystal :2",265973,180.9,1,10
30,"Taille:select:1, Couleur:select:2","26 (x240):1,Crystal :2",265977,169.9,0.923,10
30,"Taille:select:1, Couleur:select:2","28 (x150):1,Crystal :2",265981,103.9,0.46,10
30,"Taille:select:1, Couleur:select:2","30 (x125):1,Crystal :2",265984,103.9,0.632,10
30,"Taille:select:1, Couleur:select:2","40 (x56):1,Crystal :2",265986,126.9,0.56,10
30,"Taille:select:1, Couleur:select:2","50 (x20):1,Crystal :2",265987,0,0,10
30,"Taille:select:1, Couleur:select:2","60 (x20):1,Crystal :2",265988,56.9,0.925,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Antique Green :2",274034,295.9,1.58,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Blue Violet :2",627120,295.9,1.732,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Bordeaux :2",274035,295.9,1.483,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Dark Sapphire :2",943307,295.9,1.463,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Emerald :2",696435,295.9,1.521,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Jet :2",632236,295.9,1.611,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Light Peridot :2",662779,295.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Light Topaz :2",274036,295.9,1.602,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Medium Sapphire :2",274037,295.9,1.58,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Rosaline :2",274038,295.9,1.58,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Silk :2",5039147,295.9,1.136,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Topaz :2",627126,295.9,0.954,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Violet :2",695137,295.9,1.665,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Blue AB:2",274045,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Bronze Shade:2",1186980,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Golden Shadow:2",983974,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Golden Teak:2",288048,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Lilac:2",5039047,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Silver Glaze:2",5101419,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Silver Night:2",1135034,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Silver Shade:2",983973,279.9,1.577,10
30,"Taille:select:1, Couleur:select:2","14 (x18):1,Arctic White :2",5284407,295.9,1.033,10
31,"Taille:select:1, Couleur:select:2","10 (x3):1,Crystal :2",265809,437.9,0.246,10
31,"Taille:select:1, Couleur:select:2","12 (x26):1,Crystal :2",265814,371.9,1.052,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal :2",265822,230.9,1.373,10
31,"Taille:select:1, Couleur:select:2","16 (x1):1,Crystal :2",265830,227.9,0.75,10
31,"Taille:select:1, Couleur:select:2","18 (x600):1,Crystal :2",265837,156.9,0.38,10
31,"Taille:select:1, Couleur:select:2","20 (x420):1,Crystal :2",265840,133.9,0.42,10
31,"Taille:select:1, Couleur:select:2","22 (x350):1,Crystal :2",265844,152.9,0.54,10
31,"Taille:select:1, Couleur:select:2","24 (x300):1,Crystal :2",265845,180.9,0.84,10
31,"Taille:select:1, Couleur:select:2","26 (x240):1,Crystal :2",265938,169.9,0.78,10
31,"Taille:select:1, Couleur:select:2","28 (x150):1,Crystal :2",265939,103.9,0.46,10
31,"Taille:select:1, Couleur:select:2","30 (x125):1,Crystal :2",265940,103.9,0.587,10
31,"Taille:select:1, Couleur:select:2","32 (x125):1,Crystal :2",265773,143.9,1.04,10
31,"Taille:select:1, Couleur:select:2","34 (x100):1,Crystal :2",265942,133.9,0.91,10
31,"Taille:select:1, Couleur:select:2","36 (x80):1,Crystal :2",265943,124.9,0.68,10
31,"Taille:select:1, Couleur:select:2","38 (x80):1,Crystal :2",265945,168.9,1.08,10
31,"Taille:select:1, Couleur:select:2","40 (x56):1,Crystal :2",265946,126.9,0.56,10
31,"Taille:select:1, Couleur:select:2","50 (x20):1,Crystal :2",265947,0,0,10
31,"Taille:select:1, Couleur:select:2","60 (x20):1,Crystal :2",265941,56.9,0.925,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Antique Green :2",274039,295.9,1.379,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Blue Violet :2",627121,295.9,1.526,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Bordeaux :2",274040,295.9,1.283,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Dark Sapphire :2",943308,295.9,1.264,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Emerald :2",696436,295.9,1.321,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Jet :2",626064,295.9,1.409,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Light Peridot :2",662780,295.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Light Topaz :2",274041,295.9,1.4,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Medium Sapphire :2",274042,295.9,1.379,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Rosaline :2",274043,295.9,1.379,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Silk :2",5014575,295.9,0.941,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Topaz :2",627127,295.9,0.765,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Violet :2",695138,295.9,1.462,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Blue AB:2",294794,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Bronze Shade:2",1186981,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Golden Shadow:2",982125,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Golden Teak:2",288049,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Lilac:2",5039042,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Silver Glaze:2",5101420,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Silver Night:2",1134427,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal Silver Shade:2",982301,279.9,1.373,10
31,"Taille:select:1, Couleur:select:2","14 (x18):1,Arctic White :2",5284408,295.9,0.841,10
32,"Taille:select:1, Couleur:select:2","14 (x18):1,Crystal :2",265989,3,0.568,10
32,"Taille:select:1, Couleur:select:2","16 (x1):1,Crystal :2",265991,0,0,10
33,"Taille:select:1, Couleur:select:2","16 (x1):1,Crystal :2",266000,0,0,10
34,"Taille:select:1, Couleur:select:2","14 (x800):1,Crystal :2",5191369,158.6,0.594,10
34,"Taille:select:1, Couleur:select:2","16 (x540):1,Crystal :2",5191371,120.6,0.35,10
34,"Taille:select:1, Couleur:select:2","18 (x400):1,Crystal :2",5191373,106.6,0.293,10
34,"Taille:select:1, Couleur:select:2","20 (x280):1,Crystal :2",5191375,82.6,0.485,10
34,"Taille:select:1, Couleur:select:2","22 (x210):1,Crystal :2",5191378,72.6,0.23,10
34,"Taille:select:1, Couleur:select:2","24 (x150):1,Crystal :2",5191380,55.6,0.159,10
34,"Taille:select:1, Couleur:select:2","28 (x96):1,Crystal :2",5191383,58.6,0.111,10
34,"Taille:select:1, Couleur:select:2","32 (x96):1,Crystal :2",5191386,102.6,0.966,10
34,"Taille:select:1, Couleur:select:2","36 (x72):1,Crystal :2",5191388,86.6,0.903,10
34,"Taille:select:1, Couleur:select:2","40 (x30):1,Crystal :2",5191390,0,0,10
35,"Taille:select:1, Couleur:select:2","18 (x400):1,Crystal :2",5279198,0,0,10
36,"Taille:select:1, Couleur:select:2","14 (x800):1,Crystal :2",5191392,103,0.486,10
36,"Taille:select:1, Couleur:select:2","18 (x400):1,Crystal :2",5191394,51,0.189,10
36,"Taille:select:1, Couleur:select:2","20 (x280):1,Crystal :2",5191396,27,0.373,10
36,"Taille:select:1, Couleur:select:2","22 (x210):1,Crystal :2",5237458,17,0.115,10
36,"Taille:select:1, Couleur:select:2","24 (x150):1,Crystal :2",5191398,0,0,10
37,"Taille:select:1, Couleur:select:2","22 (x210):1,Crystal :2",5279209,0,0,10
38,"Taille:select:1, Couleur:select:2","14 (x800):1,Crystal :2",5191400,103,0.103,10
38,"Taille:select:1, Couleur:select:2","16 (x540):1,Crystal :2",5191402,65,0.201,10
38,"Taille:select:1, Couleur:select:2","18 (x400):1,Crystal :2",5191404,51,0.143,10
38,"Taille:select:1, Couleur:select:2","20 (x280):1,Crystal :2",5191406,27,0.333,10
38,"Taille:select:1, Couleur:select:2","22 (x210):1,Crystal :2",5191408,17,0.073,10
38,"Taille:select:1, Couleur:select:2","24 (x150):1,Crystal :2",5191410,0,0,10
39,"Taille:select:1, Couleur:select:2","22 (x210):1,Crystal :2",5279215,0,0,10
40,"Taille:select:1, Couleur:select:2","75x14 (x48):1,Crystal :2",166098,40,0,10
40,"Taille:select:1, Couleur:select:2","81x13 (x48):1,Crystal :2",166099,43,958.99,10
40,"Taille:select:1, Couleur:select:2","137x23 (x24):1,Crystal :2",159882,6,0.694,10
40,"Taille:select:1, Couleur:select:2","145x19 (x24):1,Crystal :2",159885,0,0.405,10
41,"Taille:select:1, Couleur:select:2","63x18 (x150):1,Crystal :2",159199,68,0,10
41,"Taille:select:1, Couleur:select:2","100x18 (x105):1,Crystal :2",159200,0,0.26,10
42,"Taille:select:1, Couleur:select:2","63x22 (x125):1,Crystal :2",159204,52,0.221,10
42,"Taille:select:1, Couleur:select:2","76x22 (x100):1,Crystal :2",159205,0,0,10
42,"Taille:select:1, Couleur:select:2","63x22 (x125):1,Crystal Golden Teak:2",859916,129,0.221,10
42,"Taille:select:1, Couleur:select:2","76x22 (x100):1,Crystal Golden Teak:2",854284,69,0,10
43,"Taille:select:1, Couleur:select:2","63x22 (x125):1,Crystal :2",159206,52,0,10
43,"Taille:select:1, Couleur:select:2","76x22 (x100):1,Crystal :2",159207,0,0.038,10
43,"Taille:select:1, Couleur:select:2","63x22 (x125):1,Crystal Golden Teak:2",668597,129,0,10
43,"Taille:select:1, Couleur:select:2","76x22 (x100):1,Crystal Golden Teak:2",632888,69,0.038,10
44,"Taille:select:1, Couleur:select:2","52x18 (x180):1,Crystal :2",159049,149,0.82,10
44,"Taille:select:1, Couleur:select:2","58x26 (x60):1,Crystal :2",159050,0,0,10
44,"Taille:select:1, Couleur:select:2","63x30 (x60):1,Crystal :2",159051,53,1.01,10
45,"Taille:select:1, Couleur:select:2","52x18 (x180):1,Crystal :2",159889,0,0,10
46,"Taille:select:1, Couleur:select:2","90 (x12):1,Crystal :2",159893,0,0,10
47,"Taille:select:1, Couleur:select:2","10 (x560):1,Crystal :2",5277694,0,0,10
47,"Taille:select:1, Couleur:select:2","14 (x280):1,Crystal :2",5277695,3,0.619,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Crystal :2",249101,283.2,0.386,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal :2",249102,150.2,0.645,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal :2",249103,241.2,2.766,10
48,"Taille:select:1, Couleur:select:2","50 (x12):1,Crystal :2",249104,125.2,1.035,10
48,"Taille:select:1, Couleur:select:2","60 (x5):1,Crystal :2",250850,77.2,0.295,10
48,"Taille:select:1, Couleur:select:2","70 (x1):1,Crystal :2",250851,0,628.245,10
48,"Taille:select:1, Couleur:select:2","100 (x1):1,Crystal :2",250852,235.2,0.025,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Antique Green :2",262022,349.2,0.389,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Antique Green :2",262030,189.2,0.648,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Antique Green :2",262040,297.2,1.954,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Blue Violet :2",627122,349.2,0.483,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Blue Violet :2",626459,189.2,0.762,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Blue Violet :2",626105,297.2,2.017,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Bordeaux :2",262026,349.2,0.328,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Bordeaux :2",262031,189.2,0.575,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Bordeaux :2",662792,297.2,2.626,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Dark Sapphire :2",943311,349.2,0.316,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Dark Sapphire :2",943312,189.2,0.56,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Dark Sapphire :2",1002764,297.2,2.598,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Emerald :2",696437,349.2,0.352,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Emerald :2",696438,189.2,0.604,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Emerald :2",696439,297.2,2.685,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Jet :2",650273,349.2,0.408,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Jet :2",650274,189.2,0.672,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Jet :2",650275,297.2,2.819,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Light Peridot :2",662782,349.2,0.386,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Light Peridot :2",662784,189.2,0.645,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Light Peridot :2",662785,297.2,2.766,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Light Topaz :2",262025,349.2,0.402,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Light Topaz :2",262032,189.2,0.664,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Light Topaz :2",262041,297.2,2.805,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Medium Sapphire :2",262023,349.2,0.389,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Medium Sapphire :2",262033,189.2,0.648,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Medium Sapphire :2",262042,297.2,2.074,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Rosaline :2",262024,349.2,0.389,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Rosaline :2",262034,189.2,0.648,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Rosaline :2",262043,297.2,2.055,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Silk :2",5039150,349.2,0.112,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Silk :2",5039152,189.2,0.314,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Silk :2",5039155,297.2,2.107,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Topaz :2",627128,349.2,0,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Topaz :2",627134,189.2,0.177,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Topaz :2",626059,297.2,1.836,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Violet :2",695145,349.2,0.442,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Violet :2",695146,189.2,0.712,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Violet :2",695147,297.2,2.039,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Crystal Blue AB:2",262027,333.2,0.386,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Blue AB:2",262029,179.2,0.645,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Blue AB:2",262035,283.2,2.051,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Golden Shadow:2",987871,179.2,0.645,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Golden Shadow:2",982134,283.2,2.766,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Golden Teak:2",679428,179.2,0.645,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Golden Teak:2",889227,283.2,2.766,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Silver Glaze:2",5101421,179.2,0.645,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Silver Glaze:2",5101422,283.2,2.766,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Arctic White :2",5284410,189.2,0.236,10
49,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal :2",5279221,0,0,10
49,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal :2",5279222,104,2.121,10
50,"Taille:select:1, Couleur:select:2","30x24 (x144):1,Crystal :2",159054,118,0.277,10
50,"Taille:select:1, Couleur:select:2","40x34 (x48):1,Crystal :2",159211,10,0,10
50,"Taille:select:1, Couleur:select:2","50x42 (x28):1,Crystal :2",159212,0,0.19,10
51,"Taille:select:1, Couleur:select:2","38x16 (x150):1,Crystal :2",159040,0,0,10
52,"Taille:select:1, Couleur:select:2","18x7.5 (x162):1,Crystal :2",159213,692,0.67,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Crystal :2",159214,43,0.395,10
52,"Taille:select:1, Couleur:select:2","50x14 (x150):1,Crystal :2",159215,0,0.178,10
52,"Taille:select:1, Couleur:select:2","63x13 (x150):1,Crystal :2",159216,112,0.355,10
52,"Taille:select:1, Couleur:select:2","100x20 (x48):1,Crystal :2",159217,51,0.124,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Antique Green :2",207943,99,0.398,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Blue Violet :2",941297,99,0.494,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Bordeaux :2",661906,99,0.336,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Dark Sapphire :2",943313,99,0.324,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Jet :2",624856,99,0.418,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Light Peridot :2",686085,99,0.395,10
