id,attribut,valeur,ref,impactprix,impactpoids,
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Jet:0,Standard:1",621615,556,10.75494
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Light Peridot:0,Standard:1",686089,556,10.65094
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Light Topaz:0,Standard:1",941301,556,10.72694
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Medium Sapphire:0,Standard:1",182801,556,10.66294
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Rosaline:0,Standard:1",168696,556,10.66294
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Silk:0,Standard:1",5039179,556,9.35494
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Topaz:0,Standard:1",652323,556,8.82294
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Violet:0,Standard:1",844290,556,10.91494
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Antique Green:0,Standard:1",207947,320,5.01478
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Blue Violet:0,Standard:1",627116,320,5.25286
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Bordeaux:0,Standard:1",661914,320,4.86118
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Crystal:0,Standard:1",159139,251,5.00902
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Dark Sapphire:0,Standard:1",943315,320,4.83238
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Emerald:0,Standard:1",844241,320,4.92262
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Jet:0,Standard:1",297008,320,5.0647
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Light Peridot:0,Standard:1",686090,320,5.00902
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Light Topaz:0,Standard:1",249530,320,5.04934
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Medium Sapphire:0,Standard:1",182802,320,5.01478
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Rosaline:0,Standard:1",168695,320,5.01478
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Silk:0,Standard:1",5039180,320,4.3159
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Topaz:0,Standard:1",627132,320,4.02982
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Violet:0,Standard:1",844291,320,5.14918
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Antique Green:0,Standard:1",207948,141,1.8595
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Blue Violet:0,Standard:1",627115,141,1.9423
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Bordeaux:0,Standard:1",844236,141,1.80622
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Crystal:0,Standard:1",159023,99,1.85734
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Dark Sapphire:0,Standard:1",1002766,141,1.79614
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Emerald:0,Standard:1",941298,141,1.82782
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Jet:0,Standard:1",621616,141,1.87678
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Light Peridot:0,Standard:1",652377,141,1.85734
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Light Topaz:0,Standard:1",249531,141,1.87174
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Medium Sapphire:0,Standard:1",182313,141,1.8595
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Rosaline:0,Standard:1",165199,141,1.8595
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Silk:0,Standard:1",5039181,141,1.61758
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Topaz:0,Standard:1",626242,141,1.51894
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Violet:0,Standard:1",941300,141,1.9063
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x37 (x45):1,Crystal:0,Standard:1",159225,154,1.35289
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x37 (x45):1,Jet:0,Standard:1",660054,207,1.36864
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x37 (x45):1,Rosaline:0,Standard:1",170013,207,1.35469
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x37 (x45):1,Topaz:0,Standard:1",693312,207,1.07794
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x44 (x30):1,Crystal:0,Standard:1",159226,165,1.05994
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x52 (x21):1,Crystal:0,Standard:1",196214,124,0.62068
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x58 (x12):1,Crystal:0,Standard:1",5079537,110,0.28342
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"125x73 (x6):1,Crystal:0,Standard:1",287422,121,0.12814
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"150x88 (x2):1,Crystal:0,Standard:1",5079538,0,0
39,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"175x102 (x2):1,Crystal:0,Standard:1",5290983,166,0.00738
40,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x17 (x400):1,Crystal:0,Standard:1",159227,350,9.912
40,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x192):1,Crystal:0,Standard:1",159228,152,4.36752
40,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x72):1,Crystal:0,Standard:1",159042,0,0.89448
40,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x37 (x45):1,Crystal:0,Standard:1",159229,55,0.393
40,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x44 (x30):1,Crystal:0,Standard:1",159230,66,0
41,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x25 (x224):1,Crystal:0,Standard:1",159231,354,7.0872
41,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x34 (x90):1,Crystal:0,Standard:1",159232,264,2.82
41,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x43 (x45):1,Crystal:0,Standard:1",159233,211,1.416
41,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x52 (x24):1,Crystal:0,Standard:1",1102054,94,0.49632
41,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x60 (x10):1,Crystal:0,Standard:1",1102155,0,0
42,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x224):1,Crystal:0,Standard:1",159901,160,4.1376
42,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x90):1,Crystal:0,Standard:1",159902,0,0
43,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x22 (x224):1,Crystal:0,Standard:1",159692,160,3.76378
43,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x29 (x90):1,Crystal:0,Standard:1",159903,0,0
44,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x31 (x126):1,Crystal:0,Standard:1",160447,0,0
45,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x31 (x126):1,Crystal:0,Standard:1",5279218,0,0
46,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"28x14 (x300):1,Crystal:0,Standard:1",678514,161,3.86724
46,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"40x21 (x96):1,Crystal:0,Standard:1",678518,0,0.2112
46,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"40x21 (x96):1,Arctic White:0,Standard:1",5284398,39,0
47,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"30 (x175):1,Crystal:0,Standard:1",160330,0,0
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x27 (x256):1,Crystal:0,Standard:1",159236,319,7.816
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x35 (x120):1,Crystal:0,Standard:1",159025,234,3.4364
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x43 (x50):1,Crystal:0,Standard:1",159014,104,1.1282
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x43 (x50):1,Jet:0,Standard:1",250345,147,1.1407
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x52 (x40):1,Crystal:0,Standard:1",159237,178,1.1632
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x52 (x40):1,Jet:0,Standard:1",600860,235,1.1788
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x62 (x21):1,Crystal:0,Standard:1",159238,146,0.4961
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x70 (x12):1,Crystal:0,Standard:1",159239,107,0.1592
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"114x79 (x12):1,Crystal:0,Standard:1",159240,171,0.2672
48,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"140x97 (x4):1,Crystal:0,Standard:1",287413,0,0
49,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x50 (x50):1,Crystal:0,Standard:1",159246,121,1.25532
49,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x59 (x18):1,Crystal:0,Standard:1",159247,0,0
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x39 (x36):1,Crystal:0,Standard:1",5034021,7,0.24108
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x51 (x30):1,Crystal:0,Standard:1",5034022,34,0.55518
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x51 (x30):1,Jet:0,Standard:1",5036880,63,0.56388
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x51 (x30):1,Silk:0,Standard:1",5039195,63,0.44658
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x61 (x21):1,Crystal:0,Standard:1",5034023,60,0.51855
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x61 (x21):1,Jet:0,Standard:1",5036881,94,0.5259
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x61 (x21):1,Silk:0,Standard:1",5039196,94,0.4272
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x72 (x8):1,Crystal:0,Standard:1",5034024,0,0.04164
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x72 (x8):1,Jet:0,Standard:1",5036882,22,0.0434
50,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x81 (x6):1,Crystal:0,Standard:1",5034025,12,0
51,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x30 (x90):1,Crystal:0,Standard:1",159250,44,1.88088
51,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x37 (x60):1,Crystal:0,Standard:1",159251,42,1.76088
51,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x44 (x40):1,Crystal:0,Standard:1",969542,39,1.12088
51,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x52 (x21):1,Crystal:0,Standard:1",969541,14,0.48486
51,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x59 (x18):1,Crystal:0,Standard:1",193125,100,0.5082
51,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"150x88 (x6):1,Crystal:0,Standard:1",159963,0,0.11472
51,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"175x102 (x2):1,Crystal:0,Standard:1",5290982,94,0
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"40 (x100):1,Crystal:0,Standard:1",609745,223,3.20532
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"40 (x100):1,Crystal:0,Standard:1",986329,223,3.20532
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x34 (x100):1,Crystal:0,Standard:1",678412,367,2.47032
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x18 (x60):1,Crystal:0,Standard:1",1120143,154,1.50012
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x24 (x36):1,Crystal:0,Standard:1",1120146,180,1.18296
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"20x20 (x192):1,Crystal:0,Standard:1",1120194,360,3.79104
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"40x40 (x12):1,Crystal:0,Standard:1",1120197,0,0.102
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"60x60 (x5):1,Crystal:0,Standard:1",1120199,9.2,0.04167
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x19x28 (x72):1,Crystal:0,Standard:1",934451,588,1.46088
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x25x35 (x36):1,Crystal:0,Standard:1",986334,329,0.72144
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x30x43 (x20):1,Crystal:0,Standard:1",986335,199,0.37412
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x35x50 (x14):1,Crystal:0,Standard:1",995659,232,0.27716
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"150x59x85 (x2):1,Crystal:0,Standard:1",995658,75,0
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"38x25 (x60):1,Crystal:0,Standard:1",1104499,314,0.84852
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x33 (x36):1,Crystal:0,Standard:1",1104500,274,0.63864
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x41 (x12):1,Crystal:0,Standard:1",1104501,68,0.13044
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x50 (x8):1,Crystal:0,Standard:1",1104502,69,0.0904
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x18 (x48):1,Crystal:0,Standard:1",627359,152,0.65472
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x18 (x48):1,Arctic White:0,Standard:1",5284385,199,0.54816
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x24 (x36):1,Crystal:0,Standard:1",627358,303,0.78912
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x16 (x90):1,Crystal:0,Standard:1",678409,205,1.57032
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x25 (x36):1,Crystal:0,Standard:1",678411,457,1.044
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x20 (x60):1,Crystal:0,Standard:1",1084841,226,1.50432
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x25 (x36):1,Crystal:0,Standard:1",1075574,457,1.04112
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x21 (x48):1,Crystal:0,Standard:1",1120184,244,0.89376
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x13 (x96):1,Crystal:0,Standard:1",1165291,65,0.79776
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x19 (x90):1,Crystal:0,Standard:1",1165292,250,1.66932
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x20 (x60):1,Crystal:0,Standard:1",1165293,226,1.26672
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"100x25 (x18):1,Crystal:0,Standard:1",1165290,187,0.15624
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x31 (x60):1,Crystal:0,Standard:1",841556,291,1.16412
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"80x39 (x32):1,Crystal:0,Standard:1",609758,247,0.62368
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x19 (x80):1,Crystal:0,Standard:1",1165297,152,1.18672
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x24 (x45):1,Crystal:0,Standard:1",1165299,113,0.76842
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x29 (x18):1,Crystal:0,Standard:1",1165301,16.1,0.189
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x19 (x80):1,Crystal:0,Standard:1",1165298,152,1.18672
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x24 (x45):1,Crystal:0,Standard:1",1165300,113,0.76842
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x29 (x18):1,Crystal:0,Standard:1",1165302,16.1,0.189
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"80x19 (x48):1,Crystal:0,Standard:1",876931,176,0.67344
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"80x19 (x48):1,Crystal:0,Standard:1",986331,176,0.67344
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"90 (x12):1,Crystal:0,Standard:1",627356,218,0.24672
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x25 (x60):1,Crystal:0,Standard:1",876932,214,0.89412
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x25 (x90):1,Crystal:0,Standard:1",1120173,153,1.64592
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x33 (x60):1,Crystal:0,Standard:1",1120175,213,1.43892
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x33 (x60):1,Arctic White:0,Standard:1",5284396,280,1.19832
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x40 (x30):1,Crystal:0,Standard:1",1120177,161,0.65832
52,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x47 (x24):1,Crystal:0,Standard:1",1120178,175,0.64776
53,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"40 (x100):1,Crystal:0,Standard:1",5279231,0,0
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"62x19 (x40):1,Crystal:0,Standard:1",5297120,110.2,0.4822
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"114x19 (x18):1,Crystal:0,Standard:1",5299879,163.2,0.18808
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"50x34 (x36):1,Crystal:0,Standard:1",5299880,128.2,0.62476
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"89x60 (x4):1,Crystal:0,Standard:1",5299881,0,0
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"14 (x384):1,Crystal:0,Standard:1",5299882,198.2,6.41212
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"16 (x280):1,Crystal:0,Standard:1",5299884,213.2,5.3226
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x22 (x45):1,Crystal:0,Standard:1",5299890,154.2,0.76795
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x22 (x36):1,Crystal:0,Standard:1",5299893,132.2,0.583
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x22 (x45):1,Crystal:0,Standard:1",5299891,154.2,0.89125
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x22 (x36):1,Crystal:0,Standard:1",5299894,132.2,0.583
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"63x22 (x45):1,Crystal:0,Standard:1",5299892,154.2,0.89035
54,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"76x22 (x36):1,Crystal:0,Standard:1",5297121,132.2,0.583
55,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"45x56 (x1):1,Crystal:0,Standard:1",1141800,0,0.00102
55,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"94x117 (x1):1,Crystal:0,Standard:1",975639,69.3,0.0049
56,"Taille:select:1, Couleur:select:2",Effet:select:1 ,"129x26 (x12):1,Crystal:0,Standard:1",182595,0,0
