N° de système,Description,Code article,-,Unité de conditionne,Prix/Unité,Général stock,Quantité minimum de,Surcout (%),Quantité hors surcou,EAN
1120194,8950 NR 101 120 CRYSTAL B,8950N101120001B-,au programme,192,"443,00 EUR",10752,0,0,0,9007811201948
1120197,8950 NR 101 140 CRYSTAL B,8950N101140001B-,au programme,12,"83,00 EUR",3312,0,0,0,9007811201979
1120199,8950 NR 101 160 CRYSTAL B,8950N101160001B-,au programme,5,"92,20 EUR",385,0,0,0,9007811201993
