N° de système,Description,Code article,-,Unité de conditionne,Prix/Unité,Général stock,Quantité minimum de,Surcout (%),Quantité hors surcou,EAN
5299892,8951 NR 042 063 CRYSTAL B,8951N42063001B-,au programme,45,"222,00 EUR",1710,0,0,0,9009652998926
5297121,8951 NR 042 076 CRYSTAL B,8951N42076001B-,au programme,36,"200,00 EUR",0,0,0,0,9009652971219
