N° de système,Description,Code article,-,Unité de conditionne,Prix/Unité,Général stock,Quantité minimum de,Surcout (%),Quantité hors surcou,EAN
5299882,8951 NR 031 014 CRYSTAL B,8951N31014001B-,au programme,384,"266,00 EUR",4608,0,0,0,9009652998827
5299884,8951 NR 031 016 CRYSTAL B,8951N31016001B-,au programme,280,"281,00 EUR",3080,0,0,0,9009652998841
