N° de système,Description,Code article,-,Unité de conditionne,Prix/Unité,Général stock,Quantité minimum de,Surcout (%),Quantité hors surcou,EAN
5299891,8951 NR 041 063 CRYSTAL B,8951N41063001B-,au programme,45,"222,00 EUR",2340,0,0,0,9009652998919
5299894,8951 NR 041 076 CRYSTAL B,8951N41076001B-,au programme,36,"200,00 EUR",2592,0,0,0,9009652998940
