N° de système,Description,Code article,-,Unité de conditionne,Prix/Unité,Général stock,Quantité minimum de,Surcout (%),Quantité hors surcou,EAN
262033,"8558 MM 30,0 MEDIUM SAPPHIRE B",8558M30210B-,au programme,48,"229,00 EUR",624,0,0,0,9003142620335
262042,"8558 MM 40,0 MEDIUM SAPPHIRE B",8558M40210B-,au programme,40,"337,00 EUR",440,0,0,0,9003142620427
262024,"8558 MM 20,0 ROSALINE B",8558M20508B-,au programme,144,"389,00 EUR",720,0,0,0,9003142620243
262034,"8558 MM 30,0 ROSALINE B",8558M30508B-,au programme,48,"229,00 EUR",864,0,0,0,9003142620342
262043,"8558 MM 40,0 ROSALINE B",8558M40508B-,au programme,40,"337,00 EUR",920,0,0,0,9003142620434
5039150,"8558 MM 20,0 SILK B",8558M20391B-,au programme,144,"389,00 EUR",864,0,0,0,9009650391507
5039152,"8558 MM 30,0 SILK B",8558M30391B-,au programme,48,"229,00 EUR",528,0,0,0,9009650391521
5039155,"8558 MM 40,0 SILK B",8558M40391B-,au programme,40,"337,00 EUR",280,0,0,0,9009650391552
627128,"8558 MM 20,0 TOPAZ B",8558M20203B-,au programme,144,"389,00 EUR",432,0,0,0,9003146271281
627134,"8558 MM 30,0 TOPAZ B",8558M30203B-,au programme,48,"229,00 EUR",384,0,0,0,9003146271342
626059,"8558 MM 40,0 TOPAZ B",8558M40203B-,au programme,40,"337,00 EUR",360,0,0,0,9003146260599
695145,"8558 MM 20,0 VIOLET B",8558M20371B-,au programme,144,"389,00 EUR",720,0,0,0,9003146951459
695146,"8558 MM 30,0 VIOLET B",8558M30371B-,au programme,48,"229,00 EUR",192,0,0,0,9003146951466
695147,"8558 MM 40,0 VIOLET B",8558M40371B-,au programme,40,"337,00 EUR",640,0,0,0,9003146951473
262027,"8558 MM 20,0 CRYSTAL BL.AB B",8558M20001BLABB-,au programme,144,"373,00 EUR",1584,0,0,0,9003142620274
262029,"8558 MM 30,0 CRYSTAL BL.AB B",8558M30001BLABB-,au programme,48,"219,00 EUR",2640,0,0,0,9003142620298
262035,"8558 MM 40,0 CRYSTAL BL.AB B",8558M40001BLABB-,au programme,40,"323,00 EUR",1080,0,0,0,9003142620359
987871,"8558 MM 30,0 CRYSTAL GOL.SHADOW B",8558M30001GSHAB-,au programme,48,"219,00 EUR",4608,0,0,0,9003149878715
982134,"8558 MM 40,0 CRYSTAL GOL.SHADOW B",8558M40001GSHAB-,au programme,40,"323,00 EUR",240,0,0,0,9003149821346
679428,"8558 MM 30,0 CRYSTAL GOLD. TEAK B",8558M30001GOLDTB-,au programme,48,"219,00 EUR",384,0,0,0,9003146794285
889227,"8558 MM 40,0 CRYSTAL GOLD. TEAK B",8558M40001GOLDTB-,au programme,40,"323,00 EUR",40,0,0,0,9003148892279
5101421,"8558 MM 30,0 CRYSTAL SILVGLAZE B",8558M30001SIGLAB-,au programme,48,"219,00 EUR",432,0,0,0,9009651014214
5101422,"8558 MM 40,0 CRYSTAL SILVGLAZE B",8558M40001SIGLAB-,au programme,40,"323,00 EUR",400,0,0,0,9009651014221
5284410,"8558 MM 30,0 ARCTIC WHITE B",8558M30298B-,au programme,48,"229,00 EUR",1392,0,0,0,9009652844100
