N° de système,Description,Code article,-,Unité de conditionne,Prix/Unité,Général stock,Quantité minimum de,Surcout (%),Quantité hors surcou,EAN
1075574,8950 NR 305 100 CRYSTAL B,8950N305100001B-,au programme,36,"540,00 EUR",0,0,0,0,9007810755749
1084841,8950 NR 305 176 CRYSTAL B,8950N305176001B-,au programme,60,"309,00 EUR",360,0,0,0,9007810848410
