N° de système,Description,Code article,-,Unité de conditionne,Prix/Unité,Général stock,Quantité minimum de,Surcout (%),Quantité hors surcou,EAN
159199,"8305 MM 63,0X 18,0 CRYSTAL B",8305M63X18001B-,au programme,150,"582,00 EUR",2100,0,0,0,9003141591995
159200,"8305 MM100,0X 18,0 CRYSTAL B",8305M100X18001B-,au programme,105,"514,00 EUR",1470,0,0,0,9003141592008
