"id";"REF";"TAILLE (xnbr)";"";"qtt ";"Prix impact ";"impact poids";"ean";"nom "
"127";"934451";"Taille:select:1";"50x19x28(x72)";"10";"389";"0.044";"9003149344517";""
"127";"986334";"Taille:select:1";"63x25x35(x36)";"10";"130";"0.063";"9003149863346";""
"127";"986335";"Taille:select:1";"76x30x43(x20)";"10";"0";"0";"9003149863353";""
"127";"995659";"Taille:select:1";"89x35x50(x14)";"10";"23";"0.177";"9003149956598";""
"127";"995658";"Taille:select:1";"150x59x85(x2)";"10";"-104";"-0.445";"9003149956581";""
